unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number_or_numbers,street_name,postal_town,uk_postcode,easting,northing,tenure,tenure_characteristics,land_only,size_of_asset,size_units,effective_service_delivery_government_services_function,reason_for_holding_asset,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating
"100071511824","5021","The Ferncumbe CE Primary School","","Hatton Green","Hatton, Warwick","CV35 7EX",423330,267450,"Freehold","Occupied by the Local Authority","Land with a permanent building",891.20,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",144282.17,"Not Currently Available","E"
"100071362196","5023","Kenilworth Former Network Support Office","15-17","Smalley Place","Kenilworth","CV8 1QG",428630,271760,"Freehold","Occupied by the Local Authority","Land with a permanent building",51.03,"Sq.m","Business and employment","To Follow","n/a","Not Currently Available",5075.71,"Not Currently Available","n/a"
"n/a","5024","Land at Barrowfield Lane (adj. Jubilee House)","","Barrowfield Lane","Kenilworth","n/a",428580,271760,"Freehold","Occupied by the Local Authority","Land only",0.21,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071251692","5025","Long Meadow Barn Farm","","Red Lane","Kenilworth","CV8 1NZ",427481,274525,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",1231.13,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",66272.91,"Not Currently Available","n/a"
"100071520889","5026","Kenilworth School and Sports College (Trust)","","Rouncil Lane","Kenilworth","CV8 1FN",428700,270520,"Other","Vested in Trustees","Land with a permanent building",4935.00,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1198299.04,"Not Currently Available","D"
"100071520887","5027","Priors Field Primary School","","Clinton Lane","Kenilworth","CV8 1BA",427640,273080,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1593.58,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",451313.96,"Not Currently Available","D"
"100071520933","5028","Kenilworth School and Sports College (Trust)","","Leyes Lane","Kenilworth","CV8 2DA",429960,272070,"Other","Vested in Trustees","Land with a permanent building",5209.10,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1155178.04,"Not Currently Available","D"
"100071520933","5029","Kenilworth School and Sports College (Trust)","","Leyes Lane","Kenilworth","CV8 2DA",430100,272060,"Other","Vested in Trustees","Land with a permanent building",6557.13,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1355181.28,"Not Currently Available","B, E"
"100071521204","5030","Park Hill Junior School","","Parkfield Drive","Kenilworth","CV8 2JJ",430060,272420,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1689.66,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",273478.40,"Not Currently Available","C"
"100071521174","5032","St Nicholas CE Primary School","","The Blundells","Kenilworth","CV8 2PE",429010,272130,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2836.57,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",545818.53,"Not Currently Available","D"
"100071400371","5033","Thorns Community Infant School","","Blackthorn Road","Kenilworth","CV8 2DS",429530,271540,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1402.44,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",312879.10,"Not Currently Available","E"
"100071400370","5034","Kenilworth Childrens Centre & Nursery School (Main","","Bertie Road","Kenilworth","CV8 1JP",429020,271690,"Freehold","Occupied by the Local Authority","Land with a permanent building",597.95,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",50363.91,"Not Currently Available","D"
"100071400388","5036","Burton Green CE Primary School","","Hob Lane","Burton Green, Kenilworth","CV8 1QB",426720,275360,"Freehold","Occupied by the Local Authority","Land with a permanent building",624.96,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",104311.94,"Not Currently Available","E"
"100071400376","5037","Clinton Primary School","","Caesar Road","Kenilworth","CV8 1DL",428220,271250,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1388.56,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",276060.32,"Not Currently Available","E"
"100071520888","5039","St John's Primary School, Nursery & Children's Ctr","","Mortimer Road","Kenilworth","CV8 1FS",428680,270960,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2209.89,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",446288.53,"Not Currently Available","D"
"100071520880","5041","St Augustine's Catholic Primary School","","Hollis Lane","Kenilworth","CV8 2JY",428382,273184,"Other","Vested in Trustees","Land with a permanent building",1234.75,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",195276.96,"Not Currently Available","E"
"100071520875","5042","Kenilworth Library & Information Centre","11","Smalley Place","Kenilworth","CV8 1QG",428670,271770,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",944.70,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",215925.04,"Not Currently Available","C"
"100071521081","5043","Cherry Orchard Household Waste Recycling Centre","","Pipers Lane","Kenilworth","CV8 2BL",429410,272110,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",39.78,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",9441.18,"Not Currently Available","n/a"
"n/a","5045","Cherry Orchard Open Space","","Whitemoor Road","Kenilworth","n/a",429530,272200,"Freehold","Occupied by the Local Authority","Land only",4.59,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071400400","5058","Kenilworth Fire Station","","School Lane","Kenilworth","CV8 2GU",428860,272320,"Freehold","Occupied by the Local Authority","Land with a permanent building",268.55,"Sq.m","Community safety","To Follow","n/a","Not Currently Available",11467.47,"Not Currently Available","n/a"
"100071520370","5060","Waverley Centre","65","Waverley Road","Kenilworth","CV8 1JL",429069,271421,"Freehold","Occupied by the Local Authority","Land with a permanent building",569.00,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",109593.72,"Not Currently Available","n/a"
"10013183955","5064","Kenilworth Roadway Arches","","Park Hill","Kenilworth","CV8 2JF",429321,272512,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",0.00,"Sq.m","Business and employment","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","5065","Kenilworth The Greenway","","Former Kenilworth-Berkswell","Railway Line, Coventry Road, Kenilworth","n/a",426908,275892,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",15.60,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071400422","5066","Lapworth CE Primary School","","Station Lane","Lapworth, Solihull","B94 6LT",418900,271210,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1274.94,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",65798.72,"Not Currently Available","D"
"10023406737","5070","Warwickshire Justice Centre","","Newbold Terrace","Leamington Spa","CV32 4EL",431970,265680,"Leasehold","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071508623","5073","Milverton Primary School","","Greatheed Road","Leamington Spa","CV32 6ES",431280,266500,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2583.74,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",333749.35,"Not Currently Available","D, E"
"10023405718","5074","North Leamington School","","Sandy Lane","Blackdown, Leamington Spa","CV32 6RD",432130,268050,"Freehold","Occupied by the Local Authority","Land with a permanent building",15285.80,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","C, E"
"100071583253","5079","Campion School (Academy)","","Sydenham Drive","Leamington Spa","CV31 1QH",433030,264230,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",8362.95,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1010366.51,"Not Currently Available","B, D, E"
"n/a","5080","Campion School (Academy) - Youth Wing","","Campion School","Sydenham Drive, Leamington Spa","CV31 1QH",433060,264210,"Freehold","Occupied by the Local Authority","Land with a permanent building",326.71,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",210412.32,"Not Currently Available","n/a"
"10000206887","5081","The SYDNI Centre (Leamington Spa)","","Cottage Square","Leamington Spa","CV31 1PT",433210,264910,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",945.71,"Sq.m","Licences, permits and permissions","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071508894","5085","Telford Infant School","","Kelvin Road","Lillington, Leamington Spa","CV32 7TE",433010,268290,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1266.24,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",331600.27,"Not Currently Available","E"
"100071508895","5086","Telford Junior School","","Kelvin Road","Lillington, Leamington Spa","CV32 7HP",432970,268240,"Freehold","Occupied by the Local Authority","Land with a permanent building",1948.14,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",433134.64,"Not Currently Available","D"
"100071506505","5087","Kingsway Community Primary School","","Baker Avenue","Queensway, Leamington Spa","CV31 3HB",431600,264580,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2401.92,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",636729.62,"Not Currently Available","D"
"100071506506","5088","St Patrick's Catholic Primary School","","Cashmore Avenue","Leamington Spa","CV31 3EU",431680,264490,"Freehold","Occupied by the Local Authority","Land with a permanent building",1431.86,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",271487.31,"Not Currently Available","D"
"100071400456","5089","Sydenham Primary School","","Calder Walk","Sydenham, Leamington Spa","CV31 1SA",433250,264630,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",3256.49,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",769451.46,"Not Currently Available","C"
"100071507112","5090","St Paul's CE Primary School","","Upper Holly Walk","Leamington Spa","CV32 4JZ",432770,266130,"Freehold","Occupied by the Local Authority","Land with a permanent building",2200.81,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",616186.65,"Not Currently Available","D"
"100071506107","5092","Whitnash Nursery School (Maintained)","","Nursery Lane","Leamington Spa","CV31 2PW",432520,264170,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",429.08,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",48015.22,"Not Currently Available","E"
"100071582712","5094","Trinity Catholic School, A Specialist Arts & Tech.","","Guys Cliffe Avenue","Leamington Spa","CV32 6NB",430650,266530,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",12060.66,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",1020227.93,"Not Currently Available","D"
"200001840924","5096","Shrubland Street Community Primary School","","Shrubland Street","Leamington Spa","CV31 2AR",432300,264640,"Freehold","Occupied by the Local Authority","Land with a permanent building",1564.13,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",290507.65,"Not Currently Available","C"
"100071508901","5097","Pound Lane Training Centre","","Pound Lane","Lillington, Leamington Spa","CV32 7RT",432400,267050,"Freehold","Occupied by the Local Authority","Land with a permanent building",1393.03,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",178335.78,"Not Currently Available","n/a"
